student_id,year_code,major_code,class_number,class_code,major,generation_year,degree,shift,branch
10123463,2,KA,17,2KA17,Sistem Informasi,2023,NA,NA,NA
50423528,2,IA,10,2IA10,Informatika,2023,NA,NA,NA
10223720,2,EA,30,2EA30,Manajemen,2023,NA,NA,NA
30423529,2,ID,01,2ID01,Teknik Industri,2023,NA,NA,NA
10123464,2,KA,07,2KA07,Sistem Informasi,2023,NA,NA,NA
10223721,2,EA,33,2EA33,Manajemen,2023,NA,NA,NA
10123465,2,KA,34,2KA34,Sistem Informasi,2023,NA,NA,NA
10123466,2,KA,11,2KA11,Sistem Informasi,2023,NA,NA,NA
10523467,2,PA,07,2PA07,Psikologi,2023,NA,NA,NA
10623073,2,SA,03,2SA03,Sastra Inggris,2023,NA,NA,NA
20323088,2,TB,01,2TB01,Teknik Arsitektur,2023,NA,NA,NA
10123467,2,KA,03,2KA03,Sistem Informasi,2023,NA,NA,NA
10523468,2,PA,14,2PA14,Psikologi,2023,NA,NA,NA
30223722,2,DD,01,2DD01,Manajemen Pemasaran,2023,NA,NA,NA
10123468,2,KA,32,2KA32,Sistem Informasi,2023,NA,NA,NA
10523469,2,PA,19,2PA19,Psikologi,2023,NA,NA,NA
20723044,2,HB,01,2HB01,Farmasi,2023,NA,NA,NA
20323089,2,TB,01,2TB01,Teknik Arsitektur,2023,NA,NA,NA
10223723,2,EA,07,2EA07,Manajemen,2023,NA,NA,NA
50423530,2,IA,25,2IA25,Informatika,2023,NA,NA,NA
10823358,2,MA,27,2MA27,Ilmu Komunikasi,2023,NA,NA,NA
10223724,2,EA,36,2EA36,Manajemen,2023,NA,NA,NA
10123469,2,KA,08,2KA08,Sistem Informasi,2023,NA,NA,NA
10123470,2,KA,17,2KA17,Sistem Informasi,2023,NA,NA,NA
10123471,2,KA,02,2KA02,Sistem Informasi,2023,NA,NA,NA
10223725,2,EA,08,2EA08,Manajemen,2023,NA,NA,NA
10523470,2,PA,13,2PA13,Psikologi,2023,NA,NA,NA
50423531,2,IA,22,2IA22,Informatika,2023,NA,NA,NA
10123472,2,KA,06,2KA06,Sistem Informasi,2023,NA,NA,NA
10523471,2,PA,31,2PA31,Psikologi,2023,NA,NA,NA
10823359,2,MA,05,2MA05,Ilmu Komunikasi,2023,NA,NA,NA
10123473,2,KA,05,2KA05,Sistem Informasi,2023,NA,NA,NA
10123474,2,KA,30,2KA30,Sistem Informasi,2023,NA,NA,NA
10823360,2,MA,05,2MA05,Ilmu Komunikasi,2023,NA,NA,NA
20223726,2,EB,17,2EB17,Akuntansi,2023,NA,NA,NA
10123475,2,KA,29,2KA29,Sistem Informasi,2023,NA,NA,NA
20123476,2,KB,04,2KB04,Sistem Komputer,2023,NA,NA,NA
40423532,2,IE,01,2IE01,Agroteknologi,2023,NA,NA,NA
10823361,2,MA,17,2MA17,Ilmu Komunikasi,2023,NA,NA,NA
10823362,2,MA,03,2MA03,Ilmu Komunikasi,2023,NA,NA,NA
50423533,2,IA,17,2IA17,Informatika,2023,NA,NA,NA
50423534,2,IA,23,2IA23,Informatika,2023,NA,NA,NA
10823363,2,MA,19,2MA19,Ilmu Komunikasi,2023,NA,NA,NA
50423535,2,IA,17,2IA17,Informatika,2023,NA,NA,NA
10223727,2,EA,06,2EA06,Manajemen,2023,NA,NA,NA
20123477,2,KB,03,2KB03,Sistem Komputer,2023,NA,NA,NA
10823364,2,MA,18,2MA18,Ilmu Komunikasi,2023,NA,NA,NA
10823365,2,MA,16,2MA16,Ilmu Komunikasi,2023,NA,NA,NA
62923002,2,HD,01,2HD01,Profesi Kedokteran,2023,NA,NA,NA
10223728,2,EA,17,2EA17,Manajemen,2023,NA,NA,NA
50423536,2,IA,17,2IA17,Informatika,2023,NA,NA,NA
62923016,2,HD,02,2HD02,Profesi Kedokteran,2023,NA,NA,NA
50423537,2,IA,20,2IA20,Informatika,2023,NA,NA,NA
30423538,2,ID,03,2ID03,Teknik Industri,2023,NA,NA,NA
10223729,2,EA,23,2EA23,Manajemen,2023,NA,NA,NA
30323090,2,TC,01,2TC01,Desain Interior,2023,NA,NA,NA
10223730,2,EA,07,2EA07,Manajemen,2023,NA,NA,NA
50423539,2,IA,10,2IA10,Informatika,2023,NA,NA,NA
10623074,2,SA,06,2SA06,Sastra Inggris,2023,NA,NA,NA
10823366,2,MA,14,2MA14,Ilmu Komunikasi,2023,NA,NA,NA
10223731,2,EA,08,2EA08,Manajemen,2023,NA,NA,NA
50423540,2,IA,02,2IA02,Informatika,2023,NA,NA,NA
20223011,2,EB,12,2EB12,Akuntansi,2023,NA,NA,NA
10223732,2,EA,21,2EA21,Manajemen,2023,NA,NA,NA
10823367,2,MA,16,2MA16,Ilmu Komunikasi,2023,NA,NA,NA
30423541,2,ID,09,2ID09,Teknik Industri,2023,NA,NA,NA
10523472,2,PA,27,2PA27,Psikologi,2023,NA,NA,NA
10823368,2,MA,06,2MA06,Ilmu Komunikasi,2023,NA,NA,NA
30423542,2,ID,04,2ID04,Teknik Industri,2023,NA,NA,NA
60223733,2,EC,01,2EC01,Ekonomi Syariah,2023,NA,NA,NA
50423543,2,IA,18,2IA18,Informatika,2023,NA,NA,NA
10223734,2,EA,22,2EA22,Manajemen,2023,NA,NA,NA
10523473,2,PA,03,2PA03,Psikologi,2023,NA,NA,NA
60223735,2,EC,01,2EC01,Ekonomi Syariah,2023,NA,NA,NA
20623240,2,SB,01,2SB01,Pariwisata,2023,NA,NA,NA
10223736,2,EA,11,2EA11,Manajemen,2023,NA,NA,NA
10223737,2,EA,26,2EA26,Manajemen,2023,NA,NA,NA
10523474,2,PA,18,2PA18,Psikologi,2023,NA,NA,NA
10523475,2,PA,12,2PA12,Psikologi,2023,NA,NA,NA
10223738,2,EA,09,2EA09,Manajemen,2023,NA,NA,NA
20223739,2,EB,01,2EB01,Akuntansi,2023,NA,NA,NA
30423006,2,ID,05,2ID05,Teknik Industri,2023,NA,NA,NA
30423544,2,ID,01,2ID01,Teknik Industri,2023,NA,NA,NA
10823369,2,MA,12,2MA12,Ilmu Komunikasi,2023,NA,NA,NA
10223740,2,EA,29,2EA29,Manajemen,2023,NA,NA,NA
10823370,2,MA,18,2MA18,Ilmu Komunikasi,2023,NA,NA,NA
60223741,2,EC,01,2EC01,Ekonomi Syariah,2023,NA,NA,NA
10523476,2,PA,19,2PA19,Psikologi,2023,NA,NA,NA
10323091,2,TA,01,2TA01,Teknik Sipil,2023,NA,NA,NA
30423545,2,ID,01,2ID01,Teknik Industri,2023,NA,NA,NA
10523001,2,PA,19,2PA19,Psikologi,2023,NA,NA,NA
50223742,2,DF,02,2DF02,Manajemen Keuangan,2023,NA,NA,NA
10523477,2,PA,01,2PA01,Psikologi,2023,NA,NA,NA
10123003,2,KA,21,2KA21,Sistem Informasi,2023,NA,NA,NA
10223743,2,EA,20,2EA20,Manajemen,2023,NA,NA,NA
10223744,2,EA,27,2EA27,Manajemen,2023,NA,NA,NA
10223745,2,EA,28,2EA28,Manajemen,2023,NA,NA,NA
20223746,2,EB,14,2EB14,Akuntansi,2023,NA,NA,NA
10823371,2,MA,16,2MA16,Ilmu Komunikasi,2023,NA,NA,NA
10823372,2,MA,22,2MA22,Ilmu Komunikasi,2023,NA,NA,NA
10223747,2,EA,22,2EA22,Manajemen,2023,NA,NA,NA
11123404,2,KA,18,2KA18,Sistem Informasi,2023,NA,NA,NA
10123478,2,KA,21,2KA21,Sistem Informasi,2023,NA,NA,NA
50423546,2,IA,21,2IA21,Informatika,2023,NA,NA,NA
20223748,2,EB,15,2EB15,Akuntansi,2023,NA,NA,NA
10523478,2,PA,06,2PA06,Psikologi,2023,NA,NA,NA
10523479,2,PA,20,2PA20,Psikologi,2023,NA,NA,NA
20223749,2,EB,09,2EB09,Akuntansi,2023,NA,NA,NA
50423547,2,IA,19,2IA19,Informatika,2023,NA,NA,NA
10223750,2,EA,31,2EA31,Manajemen,2023,NA,NA,NA
10123479,2,KA,15,2KA15,Sistem Informasi,2023,NA,NA,NA
50423548,2,IA,18,2IA18,Informatika,2023,NA,NA,NA
10523480,2,PA,18,2PA18,Psikologi,2023,NA,NA,NA
10523481,2,PA,19,2PA19,Psikologi,2023,NA,NA,NA
10123480,2,KA,18,2KA18,Sistem Informasi,2023,NA,NA,NA
10223751,2,EA,36,2EA36,Manajemen,2023,NA,NA,NA
10823373,2,MA,16,2MA16,Ilmu Komunikasi,2023,NA,NA,NA
20423549,2,IC,04,2IC04,Teknik Mesin,2023,NA,NA,NA
11123383,2,KA,NA,2KA,Sistem Informasi,2023,NA,NA,NA
10523482,2,PA,08,2PA08,Psikologi,2023,NA,NA,NA
10223752,2,EA,19,2EA19,Manajemen,2023,NA,NA,NA
11123402,2,KA,08,2KA08,Sistem Informasi,2023,NA,NA,NA
20223753,2,EB,10,2EB10,Akuntansi,2023,NA,NA,NA
50423550,2,IA,06,2IA06,Informatika,2023,NA,NA,NA
10223754,2,EA,18,2EA18,Manajemen,2023,NA,NA,NA
10823374,2,MA,11,2MA11,Ilmu Komunikasi,2023,NA,NA,NA
10623075,2,SA,03,2SA03,Sastra Inggris,2023,NA,NA,NA
10523483,2,PA,30,2PA30,Psikologi,2023,NA,NA,NA
20123481,2,KB,04,2KB04,Sistem Komputer,2023,NA,NA,NA
10223755,2,EA,28,2EA28,Manajemen,2023,NA,NA,NA
10223756,2,EA,10,2EA10,Manajemen,2023,NA,NA,NA
10223757,2,EA,35,2EA35,Manajemen,2023,NA,NA,NA
10123482,2,KA,09,2KA09,Sistem Informasi,2023,NA,NA,NA
10123483,2,KA,12,2KA12,Sistem Informasi,2023,NA,NA,NA
50423551,2,IA,24,2IA24,Informatika,2023,NA,NA,NA
30423552,2,ID,06,2ID06,Teknik Industri,2023,NA,NA,NA
10523484,2,PA,32,2PA32,Psikologi,2023,NA,NA,NA
10923045,2,HA,01,2HA01,Kedokteran,2023,NA,NA,NA
20423553,2,IC,01,2IC01,Teknik Mesin,2023,NA,NA,NA
10923020,2,HA,01,2HA01,Kedokteran,2023,NA,NA,NA
10123484,2,KA,15,2KA15,Sistem Informasi,2023,NA,NA,NA
10123485,2,KA,20,2KA20,Sistem Informasi,2023,NA,NA,NA
50423554,2,IA,23,2IA23,Informatika,2023,NA,NA,NA
30423555,2,ID,08,2ID08,Teknik Industri,2023,NA,NA,NA
10523485,2,PA,12,2PA12,Psikologi,2023,NA,NA,NA
50423556,2,IA,19,2IA19,Informatika,2023,NA,NA,NA
20223758,2,EB,09,2EB09,Akuntansi,2023,NA,NA,NA
50423557,2,IA,01,2IA01,Informatika,2023,NA,NA,NA
20123486,2,KB,02,2KB02,Sistem Komputer,2023,NA,NA,NA
30223759,2,DD,01,2DD01,Manajemen Pemasaran,2023,NA,NA,NA
10523486,2,PA,30,2PA30,Psikologi,2023,NA,NA,NA
30423558,2,ID,07,2ID07,Teknik Industri,2023,NA,NA,NA
20423559,2,IC,03,2IC03,Teknik Mesin,2023,NA,NA,NA
50423560,2,IA,24,2IA24,Informatika,2023,NA,NA,NA
10223760,2,EA,27,2EA27,Manajemen,2023,NA,NA,NA
30423561,2,ID,11,2ID11,Teknik Industri,2023,NA,NA,NA
10823375,2,MA,23,2MA23,Ilmu Komunikasi,2023,NA,NA,NA
30423562,2,ID,01,2ID01,Teknik Industri,2023,NA,NA,NA
10223761,2,EA,19,2EA19,Manajemen,2023,NA,NA,NA
20323092,2,TB,01,2TB01,Teknik Arsitektur,2023,NA,NA,NA
30423563,2,ID,11,2ID11,Teknik Industri,2023,NA,NA,NA
10823376,2,MA,13,2MA13,Ilmu Komunikasi,2023,NA,NA,NA
10623076,2,SA,03,2SA03,Sastra Inggris,2023,NA,NA,NA
10223762,2,EA,27,2EA27,Manajemen,2023,NA,NA,NA
50423564,2,IA,04,2IA04,Informatika,2023,NA,NA,NA
11823069,2,MA,24,2MA24,Ilmu Komunikasi,2023,NA,NA,NA
10123487,2,KA,30,2KA30,Sistem Informasi,2023,NA,NA,NA
10623077,2,SA,01,2SA01,Sastra Inggris,2023,NA,NA,NA
10523487,2,PA,27,2PA27,Psikologi,2023,NA,NA,NA
20623078,2,SB,01,2SB01,Pariwisata,2023,NA,NA,NA
10623079,2,SA,01,2SA01,Sastra Inggris,2023,NA,NA,NA
10523488,2,PA,18,2PA18,Psikologi,2023,NA,NA,NA
10523489,2,PA,21,2PA21,Psikologi,2023,NA,NA,NA
20223763,2,EB,09,2EB09,Akuntansi,2023,NA,NA,NA
10523490,2,PA,22,2PA22,Psikologi,2023,NA,NA,NA
10323093,2,TA,01,2TA01,Teknik Sipil,2023,NA,NA,NA
10523491,2,PA,28,2PA28,Psikologi,2023,NA,NA,NA
10523492,2,PA,20,2PA20,Psikologi,2023,NA,NA,NA
20223764,2,EB,07,2EB07,Akuntansi,2023,NA,NA,NA
30423565,2,ID,07,2ID07,Teknik Industri,2023,NA,NA,NA
10523493,2,PA,20,2PA20,Psikologi,2023,NA,NA,NA
50423566,2,IA,19,2IA19,Informatika,2023,NA,NA,NA
10523494,2,PA,15,2PA15,Psikologi,2023,NA,NA,NA
10123488,2,KA,11,2KA11,Sistem Informasi,2023,NA,NA,NA
50423567,2,IA,19,2IA19,Informatika,2023,NA,NA,NA
